Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
267,60,1000,15,73.97,3740.81,0.625,0.631,SS,3091,3.69,Good,
267,60,1000,15,74,3772.86,0.625,0.631,SS,3091,3.69,Good,
267,60,1000,15,74.04,4414.83,0.625,0.631,SS,3091,3.69,Good,
267,60,1000,15,74.11,4527.54,0.625,0.631,SS,3091,3.69,Good,
267,60,1000,15,74.18,3837.5,0.625,0.631,SS,3091,3.69,Good,
268,60,1000,15,74.17,2938.41,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.11,4066,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.05,4386.3,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.02,3771.04,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.01,3771.95,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.02,4233.45,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.02,4653.8,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.02,3910.75,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.07,3833.01,0.641,0.639,SS,3053.3,3.68,Good,
268,60,1000,15,74.11,4072.34,0.641,0.639,SS,3053.3,3.68,Good,
269,60,1000,15,74.09,2515.85,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,74.05,3752.29,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.98,4487.47,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.96,3874.52,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.96,3753.21,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.96,3922.17,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.95,4686.58,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,73.94,4095.09,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,74,3803.28,0.643,0.642,SS,3220.8,3.62,Good,
269,60,1000,15,74.06,3901.51,0.643,0.642,SS,3220.8,3.62,Good,
270,60,1000,15,74.13,2099.18,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,74.29,3121.76,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,74.43,3489.61,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,74.58,4291.16,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,74.75,4015.78,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,74.94,3610.26,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,75.11,3645.81,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,75.29,4387.08,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,75.5,4267.44,0.632,0.641,SS,3076,3.47,Good,
270,60,1000,15,75.71,3701.06,0.632,0.641,SS,3076,3.47,Good,
271,60,1000,15,75.9,2644.5,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,76.19,3821.33,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,76.45,3492.57,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,76.69,3560.85,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,76.94,4201.23,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,77.19,4275.9,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,77.44,3655.23,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,77.55,3653.35,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,77.64,4220.43,0.647,0.64,SS,3151.2,3.65,Good,
271,60,1000,15,77.74,4452.85,0.647,0.64,SS,3151.2,3.65,Good,
272,60,1000,15,77.83,2445.12,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,77.93,3935.74,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.03,3811.87,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.16,3544.87,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.31,3636.84,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.46,4261.39,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.61,4167.53,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.67,3673.07,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.7,3657.12,0.638,0.631,SS,3160.4,3.57,Good,
272,60,1000,15,78.69,4125.22,0.638,0.631,SS,3160.4,3.57,Good,
273,60,1000,15,78.72,2351.9,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,78.77,2950.68,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,78.82,3203.33,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,78.89,3382.49,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,78.96,4143.52,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.06,3957.1,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.14,3514.17,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.22,3509.76,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.28,4115.2,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.33,4232.64,0.639,0.623,SS,2953.4,3.39,Good,
273,60,1000,15,79.35,3614.54,0.639,0.623,SS,2953.4,3.39,Good,
274,60,1000,15,79.39,2098.36,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.54,2439.49,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.73,3052.67,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.82,3530.77,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.88,4247.65,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.93,3563.74,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,79.99,3542.44,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,80.05,3675.41,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,80.11,4432.33,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,80.16,3930.93,0.622,0.618,SS,3089.2,3.76,Good,
274,60,1000,15,80.22,3699.67,0.622,0.618,SS,3089.2,3.76,Good,
275,60,1000,15,80.2,2714.47,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.17,3703.38,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.15,3610.73,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.15,3571.46,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.16,3810.06,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.19,4506.6,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.22,3897.54,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,80.09,3708.95,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,79.93,3847.35,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,79.88,4594.66,0.611,0.62,SS,3053.9,3.67,Good,
275,60,1000,15,79.86,4069.81,0.611,0.62,SS,3053.9,3.67,Good,
276,60,1000,15,79.8,2493.19,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.75,2921.97,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.71,3347.22,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.69,3735.75,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.68,4168.35,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.66,3702.45,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.64,3651.47,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.69,4024.33,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.73,4515.75,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.78,3759.16,0.625,0.623,SS,2970.2,3.49,Good,
276,60,1000,15,79.8,3667.45,0.625,0.623,SS,2970.2,3.49,Good,
277,60,1000,15,79.77,2604.53,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.75,3308.46,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.74,3342.59,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.74,3971.85,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.76,4333.83,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.77,3705.71,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.77,3664.16,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.8,3922.17,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.84,4479.42,0.614,0.615,SS,3088.6,3.79,Good,
277,60,1000,15,79.87,3777.87,0.614,0.615,SS,3088.6,3.79,Good,
278,60,1000,15,79.84,2654.89,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.79,3571.94,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.75,4171.65,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.75,3589.23,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.74,3538.07,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.73,3895.33,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.71,4342.95,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.69,3713.12,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.71,3615.97,0.62,0.621,SS,2922.3,3.68,Good,
278,60,1000,15,79.73,3791.51,0.62,0.621,SS,2922.3,3.68,Good,
279,60,1000,15,79.69,2903.08,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.62,3917.34,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.54,3554.08,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.47,3528.34,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.43,3801.47,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.39,4510.41,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.34,3934.43,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.31,3678.69,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.33,3783.79,0.613,0.618,SS,3008.5,3.49,Good,
279,60,1000,15,79.33,4531.34,0.613,0.618,SS,3008.5,3.49,Good,
280,60,1000,15,79.28,2829.27,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,79.15,3344.14,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,79.01,3482.21,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.88,3596.41,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.78,4241.97,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.7,4373.73,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.62,3751.83,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.56,3748.62,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.54,4207.37,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.51,4561.98,0.622,0.613,SS,3115.5,3.88,Good,
280,60,1000,15,78.48,3819.98,0.622,0.613,SS,3115.5,3.88,Good,
281,60,1000,15,78.38,2514.48,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,78.24,3620.72,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,78.1,3539.53,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.97,3766.47,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.85,4535.51,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.75,4332.24,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.69,3822.68,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.7,3881.17,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.7,4605.13,0.617,0.62,SS,3117.3,3.68,Good,
281,60,1000,15,77.69,4528.68,0.617,0.62,SS,3117.3,3.68,Good,
282,60,1000,15,77.64,2538.99,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.53,2946.01,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.42,3617.87,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.32,4367.83,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.25,3901.06,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.18,3659,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.11,3780.15,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.08,4530.2,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.08,4201.64,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.08,3743.11,0.622,0.612,SS,3001.9,4.24,Good,
282,60,1000,15,77.07,3727.46,0.622,0.612,SS,3001.9,4.24,Good,
283,60,1000,15,77.02,2703.04,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.95,3277.12,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.87,4253.31,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.81,4167.11,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.78,3618.82,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.75,3661.82,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.74,4371.37,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.76,4347.3,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.8,3726.53,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.82,3743.57,0.615,0.61,SS,3113.1,3.83,Good,
283,60,1000,15,76.82,4338.59,0.615,0.61,SS,3113.1,3.83,Good,
284,60,1000,15,76.78,2508.32,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.73,3124.51,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.68,3404.79,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.64,4093.82,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.63,4063.89,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.62,3538.07,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.62,3549.72,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.65,4202.46,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.68,4333.83,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.71,3695.01,0.624,0.619,SS,3107.1,3.28,Good,
284,60,1000,15,76.72,3778.78,0.624,0.619,SS,3107.1,3.28,Good,
285,60,1000,15,76.69,2644.5,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.63,3310.54,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.57,4245.22,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.53,4101.38,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.51,3693.15,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.5,3796.04,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.5,4536.27,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.52,4369.4,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.54,3819.53,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.56,3882.06,0.627,0.63,SS,3155.6,3.55,Good,
285,60,1000,15,76.57,4481.34,0.627,0.63,SS,3155.6,3.55,Good,
286,60,800,15,74.68,2386.02,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.73,3522.97,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.85,3928.31,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.6,3541.96,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,73.86,3612.64,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.7,4279.52,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.71,4358.76,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.7,3746.33,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.82,3735.75,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.66,4239.13,0.623,0.62,SS,3136.5,3.99,Good,
286,60,800,15,74.76,4577.79,0.623,0.62,SS,3136.5,3.99,Good,
287,60,800,15,74.58,2512.43,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.73,3562.3,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.73,4063.04,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.65,3656.18,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.81,3672.14,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.78,4147.25,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.82,4535.51,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.84,3795.13,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.85,3690.82,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.86,4033.3,0.628,0.629,SS,3192.7,3.82,Good,
287,60,800,15,74.87,4597.28,0.628,0.629,SS,3192.7,3.82,Good,
288,60,800,15,74.85,2799.93,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.8,3059.43,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.75,4040.54,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.7,3666.98,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.68,3372.82,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.67,3474.79,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.67,4179.07,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.69,3916.03,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.7,3475.29,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.71,3506.82,0.618,0.623,SS,3208.2,3.82,Good,
288,60,800,15,74.71,4133.54,0.618,0.623,SS,3208.2,3.82,Good,
289,60,800,15,74.69,2531.52,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.64,2954.17,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.61,3415.38,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.59,4181.53,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.59,3832.12,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.59,3602.15,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.6,3653.35,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.65,4360.34,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.71,4215.54,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.75,3651.94,0.629,0.629,SS,3135.3,3.73,Good,
289,60,800,15,74.79,3642.51,0.629,0.629,SS,3135.3,3.73,Good,
290,60,800,15,74.82,2750.35,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.83,3652.88,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.85,3534.18,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.86,3558.91,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.88,4309.55,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.91,4028.6,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,74.95,3676.35,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,75.01,3562.78,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,75.08,4222.47,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,75.14,4027.75,0.625,0.628,SS,3175.3,3.66,Good,
290,60,800,15,75.17,3682.89,0.625,0.628,SS,3175.3,3.66,Good,
291,60,800,15,75.17,2463.34,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.17,4043.52,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.16,3793.32,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.17,3579.64,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.18,3681.96,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.21,4514.22,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.24,4215.13,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.25,3773.77,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.26,3778.78,0.628,0.623,SS,3250.1,4.03,Good,
291,60,800,15,75.27,4413.27,0.628,0.623,SS,3250.1,4.03,Good,
292,60,800,15,75.27,2777.11,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.23,3225.81,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.18,3332.8,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.14,3230.6,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.1,3292.83,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.08,4153.88,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.06,3943.6,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.04,3540.02,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.04,3396.19,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.04,4017.92,0.633,0.628,SS,2828.4,3.43,Good,
292,60,800,15,75.04,4022.19,0.633,0.628,SS,2828.4,3.43,Good,
293,60,800,15,75.02,2547.78,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.98,3084.62,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.95,3500.93,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.93,4200.82,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.92,3810.96,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.92,3439.47,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.93,3265.55,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.96,3976.61,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,74.99,3551.66,0.62,0.615,SS,2806.9,3.34,Good,
293,60,800,15,75.01,3307.94,0.62,0.615,SS,2806.9,3.34,Good,
294,60,800,15,75.01,1990.68,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.98,2338.7,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.94,2767.81,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.9,2678.75,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.88,2656.83,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.88,2621.64,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.89,3091.3,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.89,3136.6,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.91,2837.76,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.93,2821.96,0.621,0.621,SS,3050.9,3.68,Good,
294,60,800,15,74.94,3094.08,0.621,0.621,SS,3050.9,3.68,Good,
295,60,800,15,74.93,1433.05,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.92,2359.2,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.89,2916.67,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.88,2871.51,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.87,2939,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.87,3562.78,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.88,3638.73,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,74.94,3176.37,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,75,3213.52,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,75.05,3717.29,0.625,0.628,SS,3098.8,3.71,Good,
295,60,800,15,75.08,3839.74,0.625,0.628,SS,3098.8,3.71,Good,
296,60,800,15,75.08,1881.41,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,75.05,1881.41,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,75.01,2587.3,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.96,3248.65,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.94,3373.33,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.92,2999.81,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.91,3188.26,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.91,3657.12,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.9,3914.71,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.9,3305.34,0.629,0.623,SS,3152.6,3.56,Good,
296,60,800,15,74.9,3263.44,0.629,0.623,SS,3152.6,3.56,Good,
297,60,800,15,74.87,1486.08,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.82,2560.57,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.77,3511.23,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.73,3068.41,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.7,3071.77,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.69,3108.5,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.69,3797.4,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.73,3278.17,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.78,3115.69,0.622,0.622,SS,3016.2,3.73,Good,
297,60,800,15,74.82,3017.54,0.622,0.622,SS,3016.2,3.73,Good,
298,60,800,15,74.83,1822.91,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.83,2346.04,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.82,2733.41,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.82,3207.63,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.83,3570.98,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.85,2988.9,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.88,3058.86,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.9,3200.65,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,74.96,3728.38,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,75.01,3092.97,0.637,0.626,SS,3168.8,3.6,Good,
298,60,800,15,75.05,3105.18,0.637,0.626,SS,3168.8,3.6,Good,
299,60,800,15,75.06,1267.46,0.631,0.615,SS,3039.6,3.3,Good,
